class,name,num_instances
1962,Braised duck head,1989
1963,Stir-fried chicken with pickled peppers,343
1964,Cold rice cake,995
1965,Shrimp tail,1380
1966,Shredded lettuce salad,619
1967,Steamed chicken,450
1968,Tonkatsu,874
1969,Sam chicken soup,422
1970,Tomato sirloin,425
1971,Griddle cooked lettuce bacon,427
1972,Cold fungus,1992
1973,Sizzling garlic shrimp,391
1974,Pork ears with chilli oil dressing,387
1975,Braised pork with potatoes,351
1976,Stir-fried pig ears,338
1977,Chilli oil liangpi,195
1978,Corn and vegetable porridge,353
1979,Spicy hot pot,681
1980,Lamb pot,488
1981,Crab and cheese soft pretzel,398
1982,Toasted bread,362
1983,Sea bream sashimi,462
1984,Lotus root slices,289
1985,Pork floss seaweed roll,314
1986,Bean curd beef,436
1987,Sixi roasted bran,488
1988,Griddle duck head,1999
1989,Tofu soup rice cake,350
1990,Mushroom pot,253
1991,Orlean roasted wing,414
1992,Three products of sashimi,476
1993,Durian cake,465
1994,White cut lamb,514
1995,Trash fish,387
1996,Vanilla ice cream,381
1997,Mushu pork rice bowl,281
1998,Fried pork with beans,327
1999,Sauerkraut meat,237
